respid,sample,attempt,fcall,refusal,int_date,ilang,cregion,state,density,sstate,susr,usr,scregion,sdensity,llitext,qintro2,form,qs3,qs4,qs5,qs6,qs1,q1,q2,campnii,thought,q5,q9,q9a,Q9HORSE3,q10,q10a,q10b,q10c,q10d,q10horse,q11,q12,oftvote,q20,q23,q24f1,q25f2,q30a,q30b,q33a,q33b,q34a,q34b,q34c,q35,q40a,q40b,q40c,q40d,q40e,q40f,q40if1,q40jf1,q40kf1,q40lf1,q40nf2,q40of2,q40pf2,q40qf2,q41,q42,q45a,q45b,q45c,q45d,q48a,q48b,q48c,q49a,q49b,q50a,q50b,q50c,q50d,q50ef1,q50ff1,q50gf1,q50hf1,q50if2,q50jf2,q50kf2,q50lf2,q55,q56,q57,q58,q59,q60,q71,q72,q78,q79,q80,q81,sex,age,gen5,educ,hisp,racem1,racem2,racem3,racem4,adults,racecmb,racethn,birth_hisp,qtaa5,lan1,lan2,lan3,lan4,marital,relig,chr,qe3sos,born,attend,q82,q83,q84,q85,income,reg,party,partyln,partysum,partyideo,ideo,q86,q87,hh1,hh3,ql1,ql1a,qc1,money2,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,ll,cp,hispoversample,Primary_Language,cellweight,weight
100059,1,1,160615,0,160615,1,3,12,4,12,S,S,3,4,2,2,2, , , , , ,1,2,2,3,1,1, ,1,9,9, , , ,9,9,9,1,3,1, ,2,2,2,9,4,1,2,9,9,1,1,2,2,1,1, , , , ,1,1,1,3,9,9,9,9,2,8,2,2,9,1,9,2,2,2,9, , , , ,9,2,9,2,2,3,3,3,2,3,2,1,2,9,2,2,2,59,3,6,2,1, , , ,3,1,1, ,2, , , , ,1,13, ,,2,4,2, , , ,6,1,1, ,1,1,2, ,9,3,3,1, , , ,2,2,1, , , ,1,1, , , ,0.8139543
100060,1,1,160615,0,160615,1,3,45,2,45,U,U,3,2,1,1,1, , , , , ,2,2,1,1,1,2, ,2,2, ,2,2, ,2, ,2,1,3,9,2, ,1,1,9,9,1,1,1,1,2,2,2,2,2,1,1,4,3,4, , , , ,2,2,3,3,4,2,1,1,2,2,3,1,1,1,1,1,1,1,1, , , , ,2,9,2,2,9,3,2,2,1,1,2,3,1,80,2,6,2,1, , , ,1,1,1, ,2, , , , ,5,1, ,,1,3,2,3, , ,6,1,3,1,1,3,3, ,2,1, ,1, , , ,2,1,4, , , ,1,1, , , ,0.3343871
100061,1,1,160615,0,160615,1,1,42,4,42,S,S,1,4,1,1,2, , , , , ,1,2,1,1,1,1, ,1,1, ,2, ,1,1,2, ,1,2,1, ,2,2,4,2,4,1,2,2,3,1,1,1,3,2,2, , , , ,1,2,1,1,2,1,4,1,3,2,2,2,2,1,3,2,2,2,2, , , , ,2,2,2,2,3,3,3,3,2,3,2,1,2,1,2,2,2,71,2,3,2,1, , , ,3,1,1, ,2, , , , ,1,2, ,,2,5,2, ,3, ,4,1,2, ,2,4,2,1, ,3,3,1, , , ,2,2,2, , , ,1,1, , , ,1.9403618
100063,1,1,160615,0,160615,1,1,25,4,25,S,S,1,4,1,1,1, , , , , ,2,2,1,1,3,2, ,2,2, ,1,1, ,2, ,2,1,9,1,9, ,1,1,9,1,1,9,3,3,1,1,1,9,9,1,1,4,9,4, , , , ,1,9,3,4,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1, , , , ,3,9,2,9,2,2,1,3,9,1,2,9,1,88,2,5,2,9, , , ,1,9,9, ,2, , , , ,5,1, ,,2,3,2, , , ,3,1,3,9,9,3,2, , ,1, ,2, , , ,2,2,1, , , ,1,0, , , ,1.0032939
100064,1,1,160615,0,160615,1,3,12,2,12,S,S,3,2,2,2,2, , , , , ,1,1,2,1,1,1, ,1,1, ,1, ,1,1,2, ,1,1,1, ,2,1,4,1,4,1,1,3,1,1,1,1,1,1,1, , , , ,1,1,1,1,2,1,3,2,4,2,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,2,9,3,3,1,3,2,1,1,2,2,9,2,49,4,4,2,3, , , ,3,3,4, ,2, , , , ,1,13, ,,2,6,2, , , ,7,1,2, ,2,5,4,1, ,4,4,1, , , ,2,2,2, , , ,1,1, , , ,2.3655782
100065,1,1,160615,0,160615,1,2,39,2,39,R,R,2,2,1,1,1, , , , , ,2,2,1,1,3,2, ,2,2, ,1,1, ,2, ,2,1,2,1,2, ,1,1,3,2,1,1,3,1,1,2,1,1,1,1,2,3,2,2, , , , ,1,1,2,4,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1, , , , ,3,2,3,2,2,3,2,1,1,2,9,2,1,72,2,6,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,2,2,1, , ,10,1,1, ,1,1,2, ,1,2,2,1, , , ,1,2,1, , , ,1,1, , , ,0.394858
100066,1,1,160615,0,160615,1,1,42,4,42,S,S,1,4,2,2,1, , , , , ,1,2,1,1,3,1, ,1,1, ,2, ,1,1,2, ,1,1,1,2, ,1,3,2,4,1,9,1,1,1,1,4,4,3,2,2,2,4,3, , , , ,1,1,4,2,4,2,2,2,2,3,3,2,2,3,2,2,3,2,2, , , , ,4,3,1,3,1,3,2,2,2,2,1,4,1,50,4,6,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,3,2, , , ,8,1,2, ,2,5,5,1, ,3,2,1, , , ,1,2,1, , , ,1,1, , , ,0.7662531
100067,1,1,160615,0,160615,1,3,37,2,37,R,R,3,2,2,2,2, , , , , ,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,2,1, ,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,2,3,2,3,1,1,1,3,1,1,1,1,1, , , , ,1,1,1,1,3,1,3,2,2,3,1,1,1,1,1,1,2,77,2,3,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,2,2,1, , ,4,1,1, ,1,1,2, ,2,2,2,1, , , ,1,2,1, , , ,1,1, , , ,1.4236985
100068,1,1,160615,0,160615,1,1,42,1,42,R,R,1,1,1,1,1, , , , , ,1,2,1,1,1,4,3,3,1, ,2, ,2,1,2, ,2,3,1,2, ,2,3,3,4,1,2,2,3,1,1,1,3,3,1,3,1,3,3, , , , ,2,1,4,3,3,2,1,2,2,3,2,2,2,2,2,2,1,2,2, , , , ,4,3,3,2,2,3,2,2,3,1,2,4,1,25,5,6,2,1, , , ,3,1,1, ,2, , , , ,6,9, ,, ,5,2, , ,2,5,1,3,2,2,3,5,2, ,3,3,1, , , ,2,2,1, , , ,1,1, , , ,0.6823596
100070,1,1,160615,0,160615,1,1,25,3,25,U,U,1,3,2,2,1, , , , , ,1,2,3,1,1,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,4,1,3,1,1,2,1,1,1,9,1,1,1,1,1,1,1, , , , ,2,1,8,1,3,8,2,2,2,3,2,2,2,2,2,2,2,2,2, , , , ,2,1,3,2,9,2,2,1,3,1,2,2,2,77,2,3,2,9, , , ,2,9,9, ,2, , , , ,1,2, ,,2,5,2, ,1, ,3,1,2, ,2,4,2,1, ,2,2,1, , , ,1,2,2, , , ,1,1, , , ,1.5595741
100071,1,1,160615,0,160615,1,1,36,2,36,S,S,1,2,2,2,1, , , , , ,9,1,1,1,1,1, ,1,1, ,2, ,2,1,2, ,1,4,9,2, ,1,4,2,4,2,1,1,9,1,1,1,1,1,1,1,1,1,2, , , , ,2,1,3,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,2,1,2,9,2,1,2,1,2,1,9,2,2,83,2,4,2,1, , , ,3,1,1, ,2, , , , ,5,2, ,,9,4,2, ,2, ,9,1,2, ,2,4,2,9, ,5,3,1, , , ,2,2,2, , , ,1,1, , , ,0.9197796
100072,1,1,160615,0,160615,1,1,34,5,34,S,S,1,5,1,1,2, , , , , ,2,2,2,3,1,4,3,3,2, ,2,2, ,2, ,2,1,4,2, ,1,2,2,2,3,1,2,2,3,1,2,1,2,2,2, , , , ,3,2,3,3,2,2,3,3,4,3,3,2,9,2,2,1,2,1,2, , , , ,1,2,1,1,4,3,3,5,2,3,2,1,1,2,2,2,1,44,4,8,2,1, , , ,2,1,1, ,2, , , , ,1,2, ,,2,2,1, ,1, ,8,1,3,1,1,3,2, ,2,2,2,1, , , ,1,2,1, , , ,1,1, , , ,0.861789
100073,1,1,160615,0,160615,1,3,51,1,51,R,R,3,1,2,2,1, , , , , ,2,2,2,1,2,4,1,1,1, ,2, ,2,1,2, ,2,4,2,2, ,4,4,3,4,2,1,2,3,1,1,1,1,1,3,1,1,3,4, , , , ,2,1,3,2,3,2,3,2,2,3,3,1,1,1,2,2,1,2,2, , , , ,3,3,2,5,2,3,2,1,3,1,2,1,2,61,3,5,2,1, , , ,3,1,1, ,2, , , , ,1,1, ,,1,2,2,3, , ,5,1,2, ,2,5,4,1, ,3,3,1, , , ,2,2,1, , , ,1,1, , , ,1.0491082
100074,1,7,160615,1,160622,1,3,37,2,37,S,S,3,2,2,2,1, , , , , ,1,2,2,3,2,1, ,1,1, ,2, ,1,1,2, ,1,2,2,2, ,2,2,1,3,2,1,2,3,1,1,4,2,1,2,1,1,3,2, , , , ,1,1,3,3,3,3,2,2,3,1,1,2,2,2,2,2,2,1,2, , , , ,3,3,2,2,2,2,2,1,3,1,1,2,2,52,3,3,2,2, , , ,2,2,2, ,2, , , , ,1,1, ,,1,2,2,3, , ,4,1,2, ,2,5,4,1, ,4,2,1, , , ,2,2,1, , , ,1,1, , , ,2.2624565
100075,1,1,160615,0,160615,1,3,37,4,37,S,S,3,4,2,2,2, , , , , ,1,9,1,1,3,1, ,1,1, ,2, ,2,1,2, ,1,3,1, ,2,1,1,2,2,1,1,2,3,2,2,1,2,2,2, , , , ,1,1,1,1,2,9,4,3,1,2,3,2,2,3,2,2,2,2,2, , , , ,3,3,2,2,2,3,1,2,1,1,2,3,1,2,2,2,1,36,4,6,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,2,2, , , ,9,1,3,9,9,3,3, , ,4,2,1, , , ,1,2,1, , , ,1,1, , , ,0.7533679
100076,1,1,160615,0,160615,1,3,37,4,37,U,U,3,4,2,2,1, , , , , ,2,2,1,1,3,2, ,2,2, ,1,1, ,2, ,2,1,2,1,2, ,1,1,4,2,1,2,1,3,1,2,1,1,1,1,1,1,2,4, , , , ,1,1,3,4,4,3,3,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,4,3,2,2,1,3,1,2,4,1,2,3,1,66,3,4,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,6,2, , , ,10,1,1, ,1,2,3, ,1,2,2,1, , , ,2,2,1, , , ,1,1, , , ,0.7681919
100077,1,1,160615,0,160615,1,2,26,4,26,S,S,2,4,1,1,2, , , , , ,2,2,1,1,3,2, ,2,2, ,1,2, ,2, ,2,1,3,1, ,2,1,1,4,2,1,2,2,1,1,1,1,1,1,3, , , , ,3,1,2,3,1,1,3,4,4,4,1,1,1,2,3,1,1,1,1, , , , ,1,1,1,1,3,2,1,3,2,2,1,1,3,2,1,2,1,62,3,6,2,1, , , ,2,1,1, ,2, , , , ,1,99,1,,9,9,9, , , ,10,1,9,1,1,9,3, ,9,9,9,9,9, , ,2,2,2, , , ,1,1, , , ,0.549437
100078,1,2,160615,0,160615,1,1,42,1,42,R,R,1,1,1,1,2, , , , , ,9,2,1,1,1,9,1, ,1, , , , , , , , ,3,9, ,1, , , , ,1,1,2,3,1,1,1,2,1,2, , , , ,3,2,1,3, , ,4,2,3,2, , , , , ,3,1,3,1, , , , ,2,1,2,9,4,3,3,5,1,3, , ,2,1,2,1,2,50,4,5,2,1, , , ,2,1,1, ,2, , , , ,1,2, ,,2,5,2, ,2, ,6,2,1, ,1,2,4, , ,4,2,1, , , ,1,2,1, , , ,1,1, , , ,1.8143678
100079,1,1,160615,0,160615,1,3,12,4,12,S,S,3,4,1,1,1, , , , , ,1,1,1,2,1,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,4,1,4,1,3,2,1,1,1,1,1,1,2,1,1,2,2, , , , ,2,1,4,1,4,1,2,2,2,1,3,2,2,2,2,2,2,2,2, , , , ,2,1,3,1,1,3,3,1,4,1,2,4,1,63,3,4,2,1, , , ,1,1,1, ,2, , , , ,6,12, ,, ,6,2, , ,2,6,1,2, ,2,5,4,1, ,1, ,1, , , ,2,2,4, , , ,1,1, , , ,0.5778753
100080,1,1,160615,0,160615,1,2,39,2,39,S,S,2,2,1,1,2, , , , , ,2,2,1,1,3,2, ,2,2, ,1,1, ,2, ,2,1,2,1, ,2,1,1,4,2,2,2,2,1,1,1,2,1,1,1, , , , ,1,1,1,4,9,2,3,4,4,2,1,1,1,2,1,1,1,1,1, , , , ,1,1,1,1,3,3,3,5,2,3,3,3,2,2,1,2,1,70,3,6,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,2,2, , , ,6,1,3,1,1,3,2, ,9,2,2,1, , , ,1,2,1, , , ,1,1, , , ,0.3667149
100082,1,1,160615,0,160615,1,1,34,5,34,S,S,1,5,1,1,2, , , , , ,2,2,1,1,1,2, ,2,2, ,2,2, ,2, ,2,1,3,1, ,1,1,1,4,3,1,2,2,3,1,1,1,1,1,1, , , , ,3,3,4,3,1,2,3,4,9,4,1,1,1,2,1,1,1,1,1, , , , ,1,1,1,3,3,3,2,5,2,3,1,2,3,1,2,1,1,73,2,8,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,4,2, , , ,8,1,1, ,1,2,3, ,2,2,2,1, , , ,2,2,1, , , ,1,1, , , ,0.5162737
100083,1,1,160615,0,160615,1,1,9,4,9,S,S,1,4,1,1,1, , , , , ,9,2,2,1,1,1, ,1,1, ,2, ,2,1,2, ,1,3,2,2, ,2,2,2,4,1,1,2,3,1,1,2,1,1,2,1,1,1,1, , , , ,2,1,3,2,3,2,2,2,2,3,2,1,2,1,2,2,2,2,2, , , , ,2,3,2,2,2,1,2,2,2,1,2,4,2,33,5,3,2,1, , , ,2,1,1, ,2, , , , ,1,10, ,, ,5,2, , ,3,6,1,3,2,2,3,5,1, ,3,2,1, , , ,1,2,2, , , ,1,1, , , ,1.6996874
100084,1,1,160615,0,160615,1,1,34,3,34,S,S,1,3,1,1,1, , , , , ,1,1,1,1,1,1, ,1,1, ,1, ,9,1,2, ,1,1,1,2, ,1,1,1,4,3,1,2,3,1,1,1,1,1,1,2,1,4,1, , , , ,2,1,3,2,3,2,2,2,2,9,3,2,2,2,2,2,2,2,2, , , , ,1,3,1,5,2,2,2,1,1,1,2,4,1,69,3,8,2,1, , , ,2,1,1, ,2, , , , ,1,13, ,,2,4,2, , , ,6,1,3,2,2,3,4,1, ,2,2,1, , , ,2,2,1, , , ,1,1, , , ,0.5316773
100086,1,1,160615,0,160615,1,1,42,3,42,S,S,1,3,1,1,1, , , , , ,1,1,1,1,1,1, ,1,1, ,1, ,1,1,2, ,1,3,1,2, ,1,1,2,4,3,1,2,2,2,1,1,2,2,2,2,1,2,2, , , , ,2,1,3,2,4,1,3,2,2,3,2,2,2,2,2,2,3,2,2, , , , ,3,1,3,2,1,2,2,1,2,1,2,2,2,99,9,4,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,3,2, , , ,10,1,3,2,2,3,3,1, ,4,2,1, , , ,2,2,1, , , ,1,1, , , ,0.9749036
100087,1,1,160615,0,160615,1,1,36,2,36,S,S,1,2,2,2,2, , , , , ,1,2,1,1,3,1, ,1,1, ,1, ,1,1,2, ,1,9,1, ,2,1,1,1,4,1,3,3,9,1,1,1,1,1,1, , , , ,1,1,1,1,9,1,4,1,4,4,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,2,1,2,9,9,2,3,1,2,1,2,2,1,66,3,6,2,1, , , ,1,1,1, ,2, , , , ,3,11,2,, ,6,2, , , ,10,1,2, ,2,5,4,1, ,1, ,1, , , ,1,2,2, , , ,1,1, , , ,0.3343871
100088,1,1,160615,0,160615,1,3,24,4,21,U,U,3,4,1,1,2, , , , , ,1,2,4,3,2,3, , ,2, , , , , , , , ,3,2, ,1, , , , ,2,1,2,3,1,1,2,2,1,2, , , , ,2,2,1,2, , ,3,2,3,2, , , , , ,1,1,3,1, , , , ,1,3,1,1,4,3,4,5,2,3, , ,3,2,1,2,2,61,3,3,2,1, , , ,1,1,1, ,2, , , , ,3,1, ,,2,4,2, , , ,2,3,3,9,9,3,2, , ,1, ,1, , , ,1,2,2, , , ,1,1, , , ,1.3043565
100090,1,1,160615,0,160615,1,3,12,2,12,U,U,3,2,2,2,2, , , , , ,2,2,1,1,1,2, , ,2, , , , , , , , ,2,1, ,1, , , , ,1,2,1,9,1,1,1,1,1,1, , , , ,1,1,1,1, , ,2,4,3,2, , , , , ,1,1,1,1, , , , ,1,1,1,1,3,1,2,3,1,3, , ,2,1,2,2,2,79,2,4,2,1, , , ,2,1,1, ,2, , , , ,2,1, ,,9,4,2, , , ,10,3,1, ,1,1,1, , ,2,2,1, , , ,1,2,1, , , ,1,1, , , ,0.8177735
100091,1,1,160615,0,160615,1,2,39,2,39,R,R,2,2,2,2,1, , , , , ,1,2,1,1,1,9,9,9,1, ,2, ,2,1,2, ,1,3,1,2, ,1,1,2,4,1,1,2,1,1,1,2,2,2,1,1,1,2,1, , , , ,2,1,4,3,4,3,3,2,2,3,2,2,2,2,2,2,3,2,2, , , , ,4,3,4,2,2,3,2,2,2,2,2,3,1,63,3,6,2,1, , , ,1,1,1, ,2, , , , ,2,11,2,, ,6,2, , , ,2,1,3,2,2,3,5,9, ,1, ,1, , , ,2,2,2, , , ,1,1, , , ,0.3343871
100092,1,1,160615,0,160615,1,3,37,2,37,S,S,3,2,2,2,1, , , , , ,2,2,2,1,1,2, ,2,2, ,2,1, ,2, ,2,1,2,1,2, ,3,2,4,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2, , , , ,2,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,3,1,2,5,2,3,1,3,2,1,2,3,2,69,3,5,2,1, , , ,1,1,1, ,2, , , , ,1,2, ,,2,5,2, ,3, ,4,1,3,1,1,3,3, ,1,2,1,1, , , ,1,2,1, , , ,1,1, , , ,0.4768597
100094,1,1,160615,0,160615,1,1,36,2,36,S,S,1,2,1,1,1, , , , , ,2,2,1,3,2,2, ,2,2, ,1,1, ,2, ,2,1,2,2,2, ,3,2,3,2,1,2,1,3,1,1,1,1,1,4,1,1,3,1, , , , ,1,2,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1, , , , ,3,3,4,4,1,3,1,2,3,1,2,3,1,57,3,3,2,1, , , ,3,1,1, ,2, , , , ,3,2, ,,1,4,2, ,1, ,5,1,3,1,1,3,2, ,1,3,3,1, , , ,2,2,2, , , ,1,1, , , ,1.3944238
100095,1,1,160615,0,160615,1,2,39,2,39,R,R,2,2,1,1,1, , , , , ,1,2,3,1,2,1, ,1,1, ,1, ,1,1,2, ,2,4,2,2, ,1,3,1,4,2,2,2,2,2,1,1,2,1,2,2,2,2,2, , , , ,2,1,4,1,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2, , , , ,4,3,3,5,1,3,2,1,3,1,2,2,1,77,2,3,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,5,2,3, , ,5,1,2, ,2,4,3,1, ,2,2,1, , , ,2,2,1, , , ,1,1, , , ,0.9814176
100096,1,1,160615,0,160615,1,2,18,3,18,U,U,2,3,1,1,1, , , , , ,1,1,2,1,3,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,4,1,4,1,2,2,3,2,1,1,3,1,1,1,1,1,1, , , , ,2,1,4,1,4,4,9,2,2,3,3,2,2,2,2,2,1,2,2, , , , ,3,3,2,5,2,3,1,1,3,1,2,3,2,71,2,4,2,1, , , ,1,1,1, ,2, , , , ,5,1, ,,2,6,2, , , ,5,1,2, ,2,5,4,1, ,1, ,2, , , ,2,2,2, , , ,1,0, , , ,1.100848
100099,1,1,160615,0,160615,1,2,18,3,18,U,U,2,3,1,1,2, , , , , ,1,1,3,3,2,2, , ,2, , , , , , , , ,3,1, ,1, , , , ,1,1,1,1,1,1,2,2,2,3, , , , ,2,4,1,1, , ,2,3,2,9, , , , , ,1,1,9,1, , , , ,1,1,2,2,2,3,1,5,3,2, , ,9,1,2,3,1,39,4,6,2,1, , , ,2,1,1, ,2, , , , ,1,4, ,,2,5,2, , , ,9,3,1, ,1,2,3, , ,4,2,1, , , ,2,2,1,2, , ,1,1, , , ,0.7426629
100100,1,1,160615,0,160615,1,3,47,2,47,S,S,3,2,1,1,1, , , , , ,2,2,2,2,1,2, ,2,2, ,2,1, ,2, ,1,1,3,1,1, ,2,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2, , , , ,1,1,3,4,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2, , , , ,3,1,4,1,1,3,1,1,2,1,1,1,2,52,3,5,2,1, , , ,2,1,1, ,2, , , , ,3,1, ,,1,2,2,3, , ,3,1,2, ,2,4,1,2, ,2,2,1, , , ,1,2,1, , , ,1,1, , , ,1.1509535
100101,1,1,160615,0,160615,1,1,42,3,42,S,S,1,3,1,1,1, , , , , ,9,2,1,1,1,2, ,2,2, ,2,2, ,2, ,2,1,4,1,2, ,1,2,3,1,2,1,1,3,1,1,1,1,1,3,1,1,1,1, , , , ,2,1,4,3,4,2,1,1,1,3,1,1,3,1,3,3,1,3,2, , , , ,4,3,3,2,2,2,1,2,3,1,2,2,2,66,3,6,2,1, , , ,1,1,1, ,2, , , , ,6,2, ,,2,4,2, ,3, ,5,1,2, ,2,5,5,2, ,1, ,1, , , ,2,2,4, , , ,1,1, , , ,0.4519462
100103,1,1,160615,0,160615,1,3,37,3,37,S,S,3,3,2,2,2, , , , , ,2,2,2,1,1,2, ,2,2, ,1,1, ,2, ,2,2,2,1, ,2,1,1,4,1,1,2,1,3,1,1,1,1,1,1, , , , ,1,1,1,2,1,1,2,4,2,2,1,1,1,3,1,1,1,1,1, , , , ,1,1,1,1,4,9,2,2,1,3,1,1,2,2,2,1,2,65,3,4,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,2,2,1, , ,7,1,3,1,1,3,2, ,1,2,2,1, , , ,1,9,9, , , ,1,1, , , ,0.9921452
100104,1,1,160615,0,160615,1,3,21,2,21,U,U,3,2,1,1,2, , , , , ,1,2,1,1,1,4,9,4,9,9, , , ,9,1,2,2,4,2, ,1,1,1,2,3,2,1,2,3,1,1,1,1,1,1, , , , ,2,1,1,1,2,1,3,3,3,2,3,2,2,3,3,1,2,2,2, , , , ,2,2,1,1,3,1,2,3,2,3,2,1,2,2,2,1,1,69,3,5,2,1, , , ,3,1,1, ,2, , , , ,1,1, ,,1,1,2,3, , ,5,1,1, ,1,1,2, ,2,4,4,2,1, , ,2,2,1, , , ,1,0, , , ,1.6128099
100105,1,1,160615,0,160615,1,3,47,1,47,R,R,3,1,2,2,2, , , , , ,1,2,2,1,1,1, ,1,1, ,2, ,1,1,2, ,2,3,1, ,1,2,3,2,4,1,1,2,2,1,1,1,2,1,2, , , , ,1,1,2,1,2,1,3,2,3,2,3,2,2,3,3,3,2,1,2, , , , ,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,1,48,4,3,2,2, , , ,1,2,2, ,2, , , , ,6,13, ,,1,2,2,3, , ,2,1,2, ,2,5,5,2, ,1, ,1, , , ,2,2,1, , , ,1,1, , , ,0.6751838
100107,1,1,160615,0,160615,1,3,1,2,1,S,S,3,2,1,1,2, , , , , ,2,2,1,1,1,2, ,2,2, ,1,2, ,2, ,2,1,2,1, ,2,2,1,3,2,1,1,2,3,1,2,2,1,1,1, , , , ,1,1,2,2,1,9,2,4,3,3,1,1,1,2,1,1,1,1,1, , , , ,1,1,1,1,3,3,2,3,2,3,2,3,3,2,1,2,1,69,3,4,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,3,1,1, , ,7,1,3,1,1,3,2, ,1,2,2,1, , , ,1,2,1, , , ,1,1, , , ,0.5234704
100109,1,1,160615,0,160615,1,3,1,2,1,U,U,3,2,1,1,1, , , , , ,2,2,1,1,1,2, ,2,2, ,2,2, ,2, ,2,1,4,1,2, ,2,2,4,2,2,1,2,2,1,2,1,1,1,1,1,1,1,4, , , , ,2,1,2,3,4,2,1,2,2,3,1,1,1,1,1,1,1,1,1, , , , ,3,3,2,2,1,2,1,2,3,1,2,3,1,52,3,4,2,1, , , ,2,1,1, ,2, , , , ,1,99,1,,2,2,2, , , ,5,1,1, ,1,2,4, ,2,2,2,2,2, , ,1,2,2, , , ,1,0, , , ,1.9636122
100110,1,1,160615,0,160615,1,2,20,2,20,U,U,2,2,2,2,1, , , , , ,2,2,1,1,3,4,2,2,2, ,2,2, ,2, ,2,1,4,2,2, ,9,1,4,2,1,2,2,1,1,4,1,1,1,2,1,1,1,2, , , , ,2,2,2,2,3,2,1,2,9,2,1,1,1,1,1,1,1,2,1, , , , ,4,3,3,3,2,3,1,2,1,1,2,4,1,53,3,5,2,1, , , ,1,1,1, ,2, , , , ,6,2, ,,2,3,2, ,3, ,3,1,3,1,1,3,3, ,2,1, ,2, , , ,2,2,1, , , ,1,0, , , ,1.0026335
100111,1,1,160615,0,160615,1,2,55,1,55,R,R,2,1,2,2,2, , , , , ,2,2,1,1,1,2, ,2,2, ,1,2, ,2, ,2,1,1,1, ,2,1,1,4,1,1,2,1,3,1,1,1,1,1,1, , , , ,1,1,3,4,1,2,2,4,4,3,1,1,1,2,1,1,1,1,1, , , , ,1,1,1,1,4,1,3,1,3,3,2,3,1,2,2,2,2,79,2,2,2,1, , , ,2,1,1, ,2, , , , ,1,2, ,,2,1,1, ,3, ,10,1,1, ,1,1,1, ,2,2,2,2,1, , ,1,2,2, , , ,1,0, , , ,2.3655782
100112,1,1,160615,0,160615,1,2,18,3,18,S,S,2,3,1,1,2, , , , , ,9,9,4,3,2,9,9,9,1, ,2, ,2,1,2, ,1,1,9, ,1,9,4,2,2,2,3,3,2,2,2,4,9,2,2, , , , ,4,4,1,4,1,9,2,4,5,1,4,2,2,1,3,9,9,1,9, , , , ,2,9,9,9,2,1,1,2,9,9,2,1,2,9,2,1,2,95,1,6,2,1, , , ,1,1,1, ,2, , , , ,6,2, ,,2,2,2, ,3, ,5,1,1, ,1,1,2, ,2,1, ,1, , , ,2,2,2, , , ,1,1, , , ,0.3702191
100113,1,1,160615,0,160615,1,2,18,1,18,S,S,2,1,1,1,2, , , , , ,1,1,3,3,2,1, ,1,1, ,1, ,2,1,2, ,1,1,1, ,2,2,4,1,3,2,2,2,3,2,1,9,3,1,9, , , , ,3,1,1,2,2,1,4,4,4,9,2,2,2,3,2,2,2,2,2, , , , ,2,2,2,2,3,3,2,2,9,2,2,1,2,2,1,1,2,78,2,1,2,2, , , ,1,2,2, ,2, , , , ,5,1, ,,1,2,2,3, , ,2,1,2, ,2,4,3,1, ,1, ,1, , , ,2,2,1, , , ,1,1, , , ,0.9304034
100115,1,1,160615,0,160615,1,3,28,1,28,R,R,3,1,1,1,2, , , , , ,2,2,2,1,1,9,9,9,2, ,9,2, ,2, ,2,2,4,1, ,1,2,3,4,4,1,9,2,1,1,1,1,9,1,1, , , , ,1,9,2,1,2,1,2,4,4,2,1,3,3,2,9,1,1,1,1, , , , ,9,1,3,3,3,3,9,5,2,3,2,3,1,2,2,1,2,69,3,4,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,2,1,1, , ,10,1,1, ,1,1,1, ,2,2,2,1, , , ,2,2,1,2, , ,1,1, , , ,0.8493452
